ID,Type,Utterance,Dialog_Act,Dialog_Act_1,Emotion,Dialog_Act_Label
10_34,T,"No, and that'll make sense to me with no breathing.",irq,,,1
10_35,P,"Yes, and I have no problems with that.",id,,,0
10_36,T,"There are some other things we can do. That's not a breathing tube, but they're a little aggressive. And one is have you ever heard of bipap?",ynq,,,4
10_37,P,I don't think so.,yna,,,5
10_38,T,"It's a mass that really pushes air into you. It's a little uncomfortable, but nothing as bad as a breathing tube. Maybe hard to answer this question, because you don't know what that is. But to have any thoughts on that, if you were really sick if we were to try just a mask, and we would do it just as long as you were okay with it and comfortable at the time,",id,,,0
10_39,P,would it be for a long time?,irq,,,1
10_40,T,"Now, usually, most times with bipap? It's only about two to six hours for most patients.",id,,,0
10_41,P,"Yeah, that would be okay with me. Okay. And if",ack,,,6
10_42,T,"we had to put large IVs and lines into your wrist and stuff, and take you to the intensive care unit. Again, we wouldn't do breathing too, but this is just to watch you closely.",gc,,,3
10_43,P,"Yeah, I would be okay with that. Yes, yes. It doesn't sound invasive to me.",gc,,,3
10_44,T,Okay.,ack,,,6
10_45,P,"No, I just needed to be reassured that that it won't happen again. And and yeah, I'm, I know that on my chart. It's there. Yes, yes. And that's all I need to hear because I was concerned. Okay. ",id,,,0
10_46,T,"I do want to say that this is not set in stone, in the sense that if you ever change your mind, we can have the conversation again. But if we don't hear from you, this is what will go with no breathing to no registered in the heart. I just want you to know that in case anything were to change,",cmd,,,7
10_47,P,"okay. So if I change my mind, I can I will talk to you. ",yna,,,5
10_48,T,Absolutely.,ack,,,6
10_49,P,I don't think I'll change.,gc,,,3
10_50,T,"I don't think you will either. But it's just nice to see that you're aware of that. Okay. Um, honestly, I mean, there's some other questions. I tend to ask people when I don't know them. Well, just kind of routine stuff. Okay. And maybe we'll just quickly go through it go your medical history is the heart failure Anything else?",irq,,,1
10_51,P,"Um, that's it. I'm beginning with an ass but I can't remember what it is.",id,,,0
10_52,T,"Okay, that's okay. We can usually we have it written down. Yeah, your medications. I think I saw you're on aspirin and two jocks and I think two others. Do you happen to know or have them written down?",irq,,,1
10_53,P,You don't want I always carry this paper with me because I can't remember the name. So okay.,id,,,0
10_54,T,"Oh, so you are on the water pill? The furosemide. Okay, ",ynq,,,4
10_55,P,yes.,ack,,,6
10_56,T,"And. Okay, great. Yeah. Um, any allergies? ",ynq,,,4
10_57,P,No.,yna,,,5
10_58,T,"Okay. And I won't ask but anything that runs in your family, given your age, they told me you're 70 Is that correct? ",ynq,,,4
10_59,P,That is correct.,ack,,,6
10_60,T,Yes. And I do have to ask the following Questions completely unrelated to what we're talking about. That's okay. Do you smoke at all?,irq,,,1
10_61,P,"No, I don't ",id,,,0
10_62,T,drink any alcohol.,irq,,,1
10_63,P,"No, no. ",id,,,0
10_64,T,"Okay. And this will be sound crazy, but I have to ask any street drugs, illegal drugs, anything like that?",irq,,,1
10_65,P,"No, I never had the opportunity",id,,,0
10_66,T,to test any over the counter herbals In addition to these.,irq,,,1
10_67,P,"No, I don't take any of those. ",id,,,0
10_68,T,And where are you living right now.,irq,,,1
10_69,P,"I'm living in a convalescent home for the last six months. I used to live in my own home. And six months ago, I'm moved to a convalescent home.",id,,,0
10_70,T,Okay. And how do you feel about that? That changed six months ago.,irq,,,1
10_71,P,"I would really prefer my own home. But just trouble with my breathing sometimes, right?",id,,,0
10_72,T,So you feeling better about being in that place now? A new home,irq,,,1
10_73,P,"It's okay. Okay, I really have to adjust. Like I say, if I had my druthers, I'd go back but I guess I have to learn to adjust to this right. Okay.",id,,,0
10_74,T,So I think I sort of have all the information I need to make sure that your wishes are respected. Just one last time. Anything else you want to talk about today?,ynq,,,4
10_75,P,"Oh, you answered my question. I was so worried about this tube. ",yna,,,5
10_76,T,"Okay. All right. Well, it's very nice to meet you and Stone.",gt,,,2
10_77,P,Thank you.,gt,,,2
100_0,T,"Okay, a great job on your homework was really excellent. He listened to the imaginal exposure recording about six times. And you did the exposure, the in vivo exposure of walking around and touching things like doorknobs and other surfaces and objects you normally wouldn't touch both at your house and other places you went, and you sat down on the floor, and you even ate lunch off the floor at your house and at your mom's house. Okay, and no washing, no wash, no, no hand washing, no extra washing. Perfect. Good for you. Okay, so what did you learn from all that? Do you think over the course of the time you've done that?",id,,,0
100_1,P,It just got easier. At the beginning. It was really hard. And I feel like my stats were much higher than the end. So I guess that was what we talked about the,id,,,0
100_2,T,"habituation, habituation, right? Yeah. The fact that when you do something like that, that initially makes you anxious, and you do it repeatedly, especially in for prolonged periods of time. Your anxiety comes down, right? We're just not built to stay in definitely anxious. Okay. You notice any other changes or anything else?",ynq,,,4
100_3,P,"I noticed that before doing the exposures, I was really, really anxious. And then it kind of went down, like the anticipatory anxiety that we also discussed.",id,,,0
100_4,T,Right. Did that change by so yesterday?,ynq,,,4
100_5,P,Yeah.,yna,,,5
100_6,T,"So you're saying you're not only notice that it went down during the exposure, but you started feeling less anxious even approaching instead? Good? Yeah. Perfect. Okay. All right. Good. Okay. All right. So you're doing so well. We're going to take another step up the hierarchy today like we planned, right. Okay. So this is the dog leash day. You bring it? Yeah. Okay, good. All right. We'll get to that later in the session. First, we're going to do some imaginal exposure. Okay? And you remember what the purpose of that is? Why Why are we going to do imaginal exposure?",irq,,,1
100_7,P,That way I can kind of relive a story or a situation that would make me really anxious and eventually deal with the fear consequence of getting sick in my case,id,,,0
100_8,T,"right. So the idea is, this is how we are able to have you have exposure to or sort of a confrontation in imagination with the consequences you fear of touching things that are contaminated and not washing, doing your rituals. Right. Okay, perfect. So did you write the story? ",irq,,,1
100_9,P,I would say like a 70.,id,,,0
100_10,T,Okay. All right. Go ahead and start when you're ready. Should we press play? Thank you for reminding me to start the recording. So you have that for homework. Okay.,id,,,0
100_11,P,"So I'm in my house and the dog starts barking, and I know that that means that I have to take him out. I really don't want to so I'm thinking maybe I should wait until Joe gets home and he can do it. But I know the dog keeps barking, he's gonna wake up the baby. So I decided to go to the front door and get a leash. I'm not going to wear the gloves they usually wear so I feel we experienced touching the leash. But I'm already feeling really anxious. And I look at the leash and I see that it's gross and full of hair and the dog has been biting on it and in probably has saliva and other things and I see stains and Miss test thinking or if that's dog poop and I get sick and I just feel myself shaking and really sweaty. And my heart is beating really fast. So I'm feeling really, really anxious but I push myself and I grab leash, and I get the dog, open the door, go out and grab the leash.",id,,,0
100_12,T,Okay let me now your stress level,irq,,,1
100_13,P,like 90,id,,,0
100_14,T,"Okay, you're doing great, just keep going.",id,,,0
100_15,P,"So I grab the leash, and the dog is pulling and I feel the lease kind of pushing through my skin and I'm thinking all the bacteria that's getting there and I'm going to get sick, wanna vomit, but I just keep going. So I walk the dog, come back home, and I just leave the leash in the front door. And I'm thinking, I'm probably going to get sick. I really want to wash my hands. I really want to take a shower. But I try not to and I stopped myself. And I'm feeling really, really anxious. So I can't stop thinking about washing. So I tried to go to bed. Decided to fall asleep. The next morning I wake up, and I already feel sick. I know I'm sick. I'm shivering and I'm, I feel like I have a fever and I'm shaking again and I'm really nauseated. So I go to the bathroom, start vomiting. And I know I'm sick. I already got something I should have washed. I started thinking about that. Going to get the baby sick. And I feel really, really sick.",id,,,0
100_16,T,"Okay, great job. What's your level now?",irq,,,1
100_17,P,Like 80. Okay.,id,,,0
100_18,T,"All right. So just keep visualizing this. I'm going to describe it now. And you just stay with that image as much as you can. So you're in the house and the baby's sleeping and you're trying to get some housework done and do things for dinner. Suddenly, you hear the dog at the front door barking and barking and immediately your heart rate kind of jumps up and you get upset and anxious because you know, that means He needs to go out. And Joe is not going to be home for hours. And you really don't want to take him out. But you have to. And it makes you sick and tired and upset, because you're not going to use the gloves that you always use when you have to take them out. So you walk toward the door, and you think, well, maybe I'll just make them wait. But you realize how wake the baby up if you don't take. So you go toward the leash, and it just makes you even more anxious to see it. And it's dirty. And it's chewed up, and it's gross, and you see stains on it. And you think about what those are from and maybe they're from dog poop and that's going to get on you. And you pick it up anyway and snap it on his collar. And as you go out the door and he lunges outside, he pulls that leash into your hand and you feel the contamination from the leash, entering your body, through the pores of your skin and you feel like it's just running up your arm through your bloodstream. And you keep thinking oh my god, what if I get sick from this What if What if there's some germs in this or bacteria, but you keep walking him until he finishes what he has to do and bring him back inside the house. Take the leash off. And the urge to wash is so powerful, so strong, you want to go scrub your hands and get in the shower and wash your whole body and do it quickly and get all these terms off from the leash. But you don't do that. You know, to make yourself not do the ritual. And then you go back in then just keep doing the housework and keep doing things but that's the sense of feeling sick, is staying with you and worrying about what's going to happen if you picked up germs from the leash. At night you go to sleep, still anxious, still upset about what happened. Wake up in the morning. And then before you have your eyes open even a couple minutes you know that you're sick, you can feel your body being sick, you rush to the bathroom and vomit You can feel the fever and the time your body is just not not right. You're sick. And you know, it's because you handled that lesion didn't wash, you didn't do the washing you needed to do. And now you're sick and the baby will probably get sick. And if only you had done the washing, okay? What's your level now?",id,,,0
100_19,P,Like 80,id,,,0
100_20,T,"Okay. Okay, you take it back and you do it again. Okay. Good job.",id,,,0
100_21,P,"Okay, so, I'm home. The dog starts barking",id,,,0
101_0,T,So I understand that you've come in because you're having a little difficulty in your relationship about that.,irq,,,1
101_1,P,"So, basically, it's been getting a little bit worse since we got married. We got married about a year and a half ago. And, you know, the the woman that I married, I thought we were both kind of independent people. And I thought that we would kind of go our separate ways or thing like we used to college, but it's kind of gotten to the point now where it's like, I just want my own personal space and I I don't want to be left alone sometimes.",id,,,0
101_2,T,"Alright, so you're looking for independence in your relationship. Now, how long have you been together? About a year?",irq,,,1
101_3,P,"total four or five years, married for a year and a half.",id,,,0
101_4,T,"And when Franklin Did you notice that? What you kind of think it was the problem like the independence, lack of independence? ",irq,,,1
101_5,P,"I guess kind of once we got married after that, it seemed like, you know, we were spending all of our time together, which, you know, at first was great because we're newlyweds, you know, we love spending time together and everything, but I guess probably about, you know, six months to a year after we first got married, it's kind of, you know, progressed to the point where, you know, now it's just kind of becoming like a burden that whatever I do, she's always there with me. We're always spending every waking moment together and sometimes it's just nice to have My own personal space is freedom, you know.",id,,,0
101_6,T,"So you're looking for that freedom. Sarah, this kind of resonate with you?",ynq,,,4
101_7,T,Can you can you tell him that?,ynq,,,4
101_8,T,"So Frank, what's it like to hear that?",irq,,,1
101_9,P,"It kind of Reminds me of how it used to be, you know, like, she said, we've been dating for four or five years and, you know, back then it It wasn't a problem, you know, she could go out and do her own thing I could go out and do my own thing to not have to worry about each other but now that we're spending every moment together, you know, it's just I'm always worried about her she's always worried about me and you know, when when I do get the chance to go you know, hang out with some friends or something like that. It always feels like, you know, I've pressure on me because I should be with her. She shouldn't be there with me, you know, and I feel like I'm doing the wrong thing by trying to be independent try to go do things by myself. I feel guilty. I do.",id,,,0
101_10,T,"So, Sarah, Do you sense that and, frankly, feels guilty about that?",ynq,,,4
101_11,T,You feel rejected.,id,,,0
101_12,P,"this a little bit after. So, like I said, probably the first six months to a year it was it was really good. But then, you know, reselling is kind of a burden. You know, just always spending time together and trying to make amends and try not to get into fights because we're always spending so much time together.",id,,,0
101_13,T,"So you mentioned that the six months to a year has been the same for you like was the beginning of the marriage, something different to what you have that",irq,,,1
101_14,T,So for you a couple months after that initial phase. So around the same time you started experiencing this difficulty in the marriage,id,,,0
101_15,T,"Okay, are you okay with some space?",ynq,,,4
101_16,P,You don't seem real certain.,id,,,0
101_17,T,"So maybe this, this idea of space isn't really something you feel will work for you.",irq,,,1
101_18,T,Do want to try to address Frank's concerns about the space?,ynq,,,4
101_19,T,You seem apprehensive about it.,id,,,0
101_20,T,"So maybe just experiment with it, try it for one night and see what happens. So, in the year and a half, you've been married, Is there ever been a night when you've gone out by yourself?",ynq,,,4
101_21,P,"Yeah, it's been a couple, especially earlier on, which is nice, you know, just, you know, getting to see old friends and you know, our old college friends, like, of course, we attended, you know, events together and like seeing old friends and everything like that, but there's been, there's been a few times, you know, not, not more than I can count on both my hands, but there's been a few times where I've, you know, gone out and just had, like, you know, a guy's night or something.",id,,,0
101_22,T,"Okay, and what would happened, like in terms of like between you, so,",irq,,,1
101_23,P,"just getting out of the house is basically the hardest part. You know, just finding a way to ensure That, you know, it'll be okay. I'm going to be back home later on in the night that she doesn't need to worry about me, you know, if I have any trouble or anything pops up that I need her help, I'll let her know. And, you know, just knowing that I love her and telling her that I love her and making sure that she knows that I'll be back. But you know, sometimes it's hard because she just gets upset when I tell her that I'm leaving and she doesn't want me to go and she would rather me stay or even take her with me. And you know, I don't want to be the only guy that shows up with my wife. You know, everybody else left their wives at home also. So I don't want to be the odd man out",id,,,0
101_24,T,"all right, so this is really an experiment that's already been tried.",irq,,,1
101_25,P,"tried twice. Yeah,",id,,,0
101_26,T,"yeah. Just Just a few times. Is there any reason to believe that if you try it next week, it'll be different?",irq,,,1
101_27,P,That's not good.,id,,,0
101_28,T,Don't you don't think so.,irq,,,1
101_29,P,"Well yeah. mean, we've been doing it, you know, the past couple months, but it seems like every time we do is you know the same result it's her getting worried about me and you know me trying to find a way to assure her that it's gonna be okay and you know that we're so married we're still in love, you know everything like that, but, you know, it's just, I really want my space and it seems like sometimes I just can't get out of her crib.",id,,,0
101_30,T,"Sir, what do you think about that?",irq,,,1
101_31,T,"All right. So in terms of the going out, although going out with your friends wouldn't have to be on the weekend that something could happen during the week.",id,,,0
101_32,P,"Yeah, absolutely. You know, a lot of my friends normally go out during the week because you know, they have their families and everything to take care of on the weekend. So, yeah, I could definitely go out tonight during the week.",id,,,0
101_33,T,"Okay, so you could agree. The both of you could agree to that as kind of terms of this behavioral experiment or weekends, you'll spend those weekends together.",id,,,0
101_34,P,I think we could try that.,ack,,,6
101_35,T,"Because that was a concern you specifically brought up. How about Sarah, how about the times during the week? How do you feel about those?",irq,,,1
101_36,T,You feel like you'd respond better to that? Would that be a better experience?,ynq,,,4
101_37,T,Something that you think that you could try next week.,id,,,0
101_38,T,"So, let's talk about when because you've gone out before and you said it was just getting out. Getting out the house that was the, the real challenge right? So walk me through. This really goes through both of you. What we through what happens when you're when you're getting ready to leave when you're planning to head out?",irq,,,1
101_39,P,"So you know, usually I'll go get dressed I'll let her know where I'm going you know, give her my cell phone number you know somebody else's phone number in case my phone is off. Just basically tell her what we're going to do you know whether we're going out to to a pole or you know, going to watch some sporting event or something like that. No, I would tell her what we're doing, you know, just so she knows and knows where she can find me. But then after that, it seems like as soon as I assure her of what we're doing, and when it's happening, when I'll be home, everything like that, it just seems like all the progress I made towards the front door kind of gets pulled back a little bit because like, she doesn't want me to leave, you know, I can see in her eyes that she's not very happy about me leaving her. And that kind of makes me feel guilty, you know, because I don't want to leave her alone. I want her to be more independent. I kind of want her to, you know, if I'm going out, I would like her to go out as well. You know, she says tons of friends. You know, we both have friends. We both have our social circles. And she's kind of it's frustrating when I can't go do my thing, because she's always got to be with me.",id,,,0
101_40,T,"So ultimately, after all that you you do go, but you feel feel guilty. And do you have a good time?",ynq,,,4
101_41,P,"Most of the time, right? Do you know, sometimes I just can't get over the fact that you know, my wife at home who's upset at me, and that makes me upset. You know, it's just a matter of finding the balance between, you know, my independence and her, you know, doing her own thing because I would like her to do that as well.",id,,,0
101_42,T,So sometimes you have a good time sometimes you don't. You're worried about Sarah being home. How about when you come home?,ynq,,,4
101_43,P,"When I come home, usually things go back to normal. I mean, we've definitely had our exchange of words after a few times me coming back. But most of the time it goes back to normal, which you know, it's fine. We're very loving, affectionate couple. So that's awesome. But you know, most the time it's just overbearing.",id,,,0
101_44,T,"Is that how you see it Sarah, the way Frank described it?",ynq,,,4
101_45,T,so how about one is out? Like so after after he's left? What do you What are you thinking that? Like?,irq,,,1
101_46,T,You're anxious something bad's gonna happen.,id,,,0
101_47,T,"Do you think that there's been any reason for that thinking, like, do you think there's any basis for thinking something bad's gonna happen? ",ynq,,,4
101_48,P,"Absolutely not. No, no, I love Sarah you know, the five years that we've worked together been great, you know, it's it's just where we are now as opposed to where we first were, and when we first got married, it's it's changed and you know, I would just like some independence just like to be on my own sometimes. And I guess I don't always relay that well to her and she doesn't understand why I want my space. I want to go hang out with my friends, but I've been trying to explain to her that, you know, it's, it's a two way street. It's not just all one way and so we have to work on these issues. And you know, that's why we came to you.",yna,,,5
101_49,T,"Alright, so you're really frustrated by not being able to go out, go out. But you're anxious about when he goes out. So we talked about the possibility of like an experiment or you go out sounds like we might run to the same difficulties you experienced before. What can we change to increase the chances of that experiment working?",irq,,,1
101_50,T,"So, so if you called when he was at Piedmont The answer is that's something that's normally possible.",id,,,0
101_51,P,"Yeah. Yeah. Most of the time, I'm very good at responding to, you know, making sure that she knows I'm okay. Making sure that she's okay.",id,,,0
101_52,T,"So that's a compromise, you'd be willing to make. Absolutely something like that. ",ynq,,,4
101_53,P,Yeah.,yna,,,5
101_54,T,"You need any other reassurances from Frank, Sarah?",irq,,,1
101_55,T,Do you have a plan to call Frank? Like when he's out? Or is it something that you would do if you just felt the need to or,irq,,,1
101_56,T,Were you calling for some specific reason?,irq,,,1
101_57,T,"Why don't you start reinsurance? Everything's going right. Okay, so that seems reasonable to you. Right? I mean, I, I guess",irq,,,1
101_58,P,"but at the same time, like when I'm out doing my own thing, you know, I kind of want that privacy in that, you know, just being in the moment you know, because I know when I get back home, from back with you and I'm, nothing's changed because I've always been with you like we're still married. But when I'm out with my friends, and you know, I'm getting a couple phone calls during you know, the night over the course of the night and it's having to deal with my wife and having to make sure that she knows I'm okay and everything like that it it gets a little frustrating. It's a little, I mean, frustrating",id,,,0
101_59,T,"Would that be a good compromise? It was a text or two. I guess. That's better than a phone call, right? Yeah. So not ideal, but you can see how it might decrease your anxiety a bit. Right? And maybe work toward a little bit more freedom. So that's how I can experiment you both combined to try.",ynq,,,4
101_60,P,"Okay, so we could try and try it out.",id,,,0
101_61,T,"Alright. So it's not a perfect plan. But it's one that you know, I would hope that we could be successful with if you could, though, you're going through it, maybe track what happens, right, from your own perspective, like what you were thinking, the fact left, what you were thinking when you left, how it went, how that separation kind of was conducted. And what happened. Same thing when, while you're out how many times you texted her If you called and then what happened when he got back? Right? That's just kind of, and you can you can keep a record of those things just independently. You know, you write it down Come your experience and you write down your experience. And we'll come back next time. No matter what happens with it, we'll compare and kind of see what see what happened and how we could make adjustments to to make it work even better.",id,,,0
102_0,T,"Now, one thing I thought we might do today is to get an example of one of these situations in which you get really anxious. And try to see if we can understand more about how you think and how you feel when you're in the middle of one of those situations. So can you think of an example of something that's happened recently? ",irq,,,1
102_1,P,"My daughter has been, she's actually been sick. And so she had a fever yesterday and they started her on an antibiotic and I had to go pick it up from the drugstore, and that's like, I don't usually go there. It's hard to get there. Like it's not right in the neighborhood. So any expressways or bridges to get there, not expressways, but It's busy, it's busier and attracting a mall. So you know, there are six lanes four lanes. Yeah. So it just, it's not someplace I usually would go. And if I was going to go, usually I would either have her go with me or my husband go with me, but she was sick and he was at work. And",id,,,0
102_2,T,"so to try to understand what goes through your mind that's trying to take you back. And now you know that the prescriptions there and your daughter's sick and I guess you don't want to ask her to drive over there. I sorted Yeah, probably not the wisest idea. So you're thinking about doing the drive and what's going through your mind? What are the thoughts that are turning inside?",irq,,,1
102_3,P,"I'm just, you know, I'm sort of thinking about going there. And I'm already starting to think well, you know, what, what if you know what if, what if I'm driving and somebody crashes into me What if I'm driving and I can't do it? You know, what if I just have to stop because I can't do it anymore and, you know, it was raining and I'm sort of like, I've got this picture of myself like out in the middle of the road and you know, what's the picture look like? You're out in the middle of the road and stranded and it's dark and my you know, you know, my shoes are gone. I'm just like, it's like I it would be a million miles to get back home. pretty miserable.",id,,,0
102_4,T,Yeah. Yeah. Pretty scary.,ack,,,6
102_5,P,"Oh, terrifying. Yeah. And I just it's so hard to get there.",id,,-2,0
102_6,T,And Kate as you as you put yourself back into that situation and have those thoughts going through your mind. What kinds of feelings go along with it?,irq,,,1
102_7,P,"My feelings I mean it things are inside like ago anxiety, physical things are going on. Well fear and anxiety and I just feel really shaky and I feel really like lightheaded and dizzy and I just don't feel like I can breathe very well and",id,,,0
102_8,T,It's just a panic attack now? He told me about having some bad ones.,id,,,0
102_9,P,but it's getting there not quite to a panic.,id,,,0
102_10,T,"Yeah, no, it's brewing.",gc,,,3
102_11,P,"Yeah. Okay. Yeah, it feels like it might. Yeah,",gc,,,3
102_12,T,"yeah. What do you think we might do to try to, to move things along toward getting a plan of attack on this, okay, is to actually sketch this out. Okay, and, and then see if we can figure out some things we might be able to start doing to give you a better handle on that you have right now. Okay. So let's put some boxes here. And one of them is going to be event these are the things that trigger your anxiety. In this case, the event was",irq,,,1
102_13,P,"the driver having to drive to the, to the pharmacy,",id,,,0
102_14,T,"drive to pharmacy. And then this next box, I'm gonna label something we call automatic thoughts. And but automatic, I mean that they occur relatively automatically, they just sort of pop into your mind, and you don't stop to check them out. Okay, and we all have these kinds of automatic thoughts. You don't have them, everybody I know has them their inner thoughts. In fact, if you think about it for a minute, we probably have a lot more thoughts. We don't speak out loud, that are part of our inner dialogue and thoughts, we actually end up speaking aloud other people. Mm hmm. And I suspect that you have lots of those thoughts and just give me some examples of them. So that's what we call an automatic.",id,,,0
102_15,P,So the like the what ifs?,irq,,,1
102_16,T,"Yeah, so let's put a couple of those down in this box. Okay, in the automatic slot box, and they are what if",id,,,0
102_17,P,someone runs into me.,id,,,0
102_18,T,Yeah. What if What else?,irq,,,1
102_19,P,What if I get stranded?,gc,,,3
102_20,T,get stranded.,gc,,,3
102_21,P,I can't do it.,yna,,,5
102_22,T,I can't do it. And then there was this image about the rainstorm and you don't have any shoes on. Yeah. so forth. What should we put down for that?,irq,,,1
102_23,P,I think what if I would if I can't get back home? I can't get back on.,id,,,0
102_24,T,sort of lost. Yeah.,ack,,,6
102_25,P,Yeah. What if I end up on this road forever?,irq,,,1
